,address_number_primary,address_dir_primary,address_road_primary,address_sfx_primary,address,loc
613,0,,SNOWDROP,ST,"0 SNOWDROP ST, San Diego, CA, USA","Snowdrop Street, Azalea Park, San Diego, San Diego County, California, 92105, United States"
614,1000,,15TH (SB),ST,"1000 15TH (SB) ST, San Diego, CA, USA",
615,3700,,FAIRMOUNT,AVE,"3700 FAIRMOUNT AVE, San Diego, CA, USA","Fairmount Avenue, Kensington, City Heights, San Diego, San Diego County, California, 92105, United States"
616,0,,FRIARS,RD,"0 FRIARS RD, San Diego, CA, USA","Friars Road, Mission Valley, San Diego, San Diego County, California, 92018, United States"
617,0,,MISSION,BLV,"0 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
618,2400,E,04TH,ST,"2400 E 04TH ST, San Diego, CA, USA",
619,3600,,ALTADENA,AVE,"3600 ALTADENA AVE, San Diego, CA, USA","Altadena Avenue, San Diego, San Diego County, California, 92105, United States"
620,0,,MISSION,BLV,"0 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
621,1100,,GARNET,AVE,"1100 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
622,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
623,3800,,05TH,AVE,"3800 05TH AVE, San Diego, CA, USA",
624,800,,HARBOR ISLAND,DR,"800 HARBOR ISLAND DR, San Diego, CA, USA","Harbor Island Drive, San Diego, San Diego County, California, 92137, United States"
625,1700,,TITUS,ST,"1700 TITUS ST, San Diego, CA, USA","Titus Street, Five Points, Mission Hills, San Diego, San Diego County, California, 92137, United States"
626,4300,,WIGHTMAN,ST,"4300 WIGHTMAN ST, San Diego, CA, USA","Wightman Street, East San Diego, City Heights, San Diego, San Diego County, California, 92104, United States"
627,300,,MILBRAE,ST,"300 MILBRAE ST, San Diego, CA, USA","Milbrae Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
628,0,,34TH,ST,"0 34TH ST, San Diego, CA, USA","34th Street, Stockton, San Diego, San Diego County, California, 92102, United States"
629,1300,,GARNET,AVE,"1300 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
630,1100,,GARNET,AVE,"1100 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
631,0,,MIRA MESA,BLV,"0 MIRA MESA BLV, San Diego, CA, USA","Mira Mesa Boulevard, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
632,800,,05TH,AVE,"800 05TH AVE, San Diego, CA, USA",
633,2700,,05TH,AVE,"2700 05TH AVE, San Diego, CA, USA",
634,100,,PARK,BLV,"100 PARK BLV, San Diego, CA, USA","Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States"
635,1400,,IMPERIAL,AVE,"1400 IMPERIAL AVE, San Diego, CA, USA","Imperial Avenue, Mountain View, San Diego, San Diego County, California, 92102-4810, United States"
636,500,,BROADWAY,,"500 BROADWAY, San Diego, CA, USA","Broadway, Golden Hill, San Diego, San Diego County, California, 92102, United States"
637,4300,,CLAIREMONT MESA,BLV,"4300 CLAIREMONT MESA BLV, San Diego, CA, USA","Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92124, United States"
638,0,,BACON,ST,"0 BACON ST, San Diego, CA, USA","Bacon Street, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
639,10900,,CAMINITO ALVAREZ,,"10900 CAMINITO ALVAREZ, San Diego, CA, USA","Caminito Alvarez, San Diego, San Diego County, California, 92121, United States"
640,3800,,BEYER,BLV,"3800 BEYER BLV, San Diego, CA, USA","Beyer Boulevard, San Diego, San Diego County, California, 92154, United States"
641,4100,,SYCAMORE,DR,"4100 SYCAMORE DR, San Diego, CA, USA","Sycamore Drive, Azalea Park, San Diego, San Diego County, California, 92105, United States"
642,0,,CORONADO (SB),AVE,"0 CORONADO (SB) AVE, San Diego, CA, USA",
643,500,,04TH,AVE,"500 04TH AVE, San Diego, CA, USA",
644,800,,VISTA SAN MATIAS,,"800 VISTA SAN MATIAS, San Diego, CA, USA","Vista San Matias, Otay Mesa, San Diego, San Diego County, California, 92154, United States"
645,9500,,CARROLL CANYON,RD,"9500 CARROLL CANYON RD, San Diego, CA, USA","Carroll Canyon Road, San Diego, San Diego County, California, 92140, United States"
646,12700,,BRUBAKER,CT,"12700 BRUBAKER CT, San Diego, CA, USA","Brubaker Court, Carmel Valley, San Diego, San Diego County, California, 92130, United States"
647,7600,,FAY,AVE,"7600 FAY AVE, San Diego, CA, USA","Fay Avenue, Village of La Jolla, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
648,1800,,BLUEHAVEN,CT,"1800 BLUEHAVEN CT, San Diego, CA, USA","Bluehaven Court, San Diego, San Diego County, California, 92173, United States"
649,400,,E,ST,"400 E ST, San Diego, CA, USA","400, E Street, Chula Vista, San Diego County, California, 91910, United States"
650,4100,,PACIFIC,HWY,"4100 PACIFIC HWY, San Diego, CA, USA","Pacific Highway, Old Town, San Diego, San Diego County, California, 92110, United States"
651,3500,,SPARLING,ST,"3500 SPARLING ST, San Diego, CA, USA","Sparling Street, Rolando Park, San Diego, San Diego County, California, 92115, United States"
652,2000,,TORREY PINES,RD,"2000 TORREY PINES RD, San Diego, CA, USA","Torrey Pines Road, Village of La Jolla, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
653,4400,,PACIFIC,HWY,"4400 PACIFIC HWY, San Diego, CA, USA","Pacific Highway, Old Town, San Diego, San Diego County, California, 92110, United States"
654,4600,,MISSION,BLV,"4600 MISSION BLV, San Diego, CA, USA","Mission Boulevard, San Diego, San Diego County, California, 92109, United States"
655,600,,F,ST,"600 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
656,0,,PALM (SB),AVE,"0 PALM (SB) AVE, San Diego, CA, USA",
657,1700,,05TH,AVE,"1700 05TH AVE, San Diego, CA, USA",
658,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
659,5100,,SEAGLEN,WAY,"5100 SEAGLEN WAY, San Diego, CA, USA","Seaglen Way, San Diego, San Diego County, California, 92154, United States"
660,200,,05TH,AVE,"200 05TH AVE, San Diego, CA, USA",
661,2900,,CHICAGO,ST,"2900 CHICAGO ST, San Diego, CA, USA","Chicago Street, Bay Park, San Diego, San Diego County, California, 92110, United States"
662,1000,,05TH,AVE,"1000 05TH AVE, San Diego, CA, USA",
663,700,W,GRAPE,ST,"700 W GRAPE ST, San Diego, CA, USA","West Grape Street, Little Italy, Banker's Hill, San Diego, San Diego County, California, 92101-3414, United States"
664,400,,06TH,AVE,"400 06TH AVE, San Diego, CA, USA",
665,4300,,42ND,ST,"4300 42ND ST, San Diego, CA, USA","42nd Street, Mount Hope, San Diego, San Diego County, California, 92102-4810, United States"
666,3100,,COWLEY,WAY,"3100 COWLEY WAY, San Diego, CA, USA","Cowley Way, Sunset, San Diego, San Diego County, California, 92110, United States"
667,0,,36TH,ST,"0 36TH ST, San Diego, CA, USA","36th Street, Stockton, San Diego, San Diego County, California, 92102, United States"
668,400,,F,ST,"400 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
669,0,,OWEN,ST,"0 OWEN ST, San Diego, CA, USA","Owen Street, La Playa, San Diego, San Diego County, California, 92106, United States"
670,200,,05TH,AVE,"200 05TH AVE, San Diego, CA, USA",
671,8000,,BALBOA,AVE,"8000 BALBOA AVE, San Diego, CA, USA","Balboa Avenue, San Diego, San Diego County, California, 92117, United States"
672,0,,CROWN POINT,DR,"0 CROWN POINT DR, San Diego, CA, USA","Crown Point Drive, Crown Point, Pacific Beach, San Diego, San Diego County, California, 921009, United States"
673,8700,,ROBLES,DR,"8700 ROBLES DR, San Diego, CA, USA","Robles Drive, San Diego, San Diego County, California, 92119, United States"
674,200,S,BANCROFT,ST,"200 S BANCROFT ST, San Diego, CA, USA","South Bancroft Street, Logan Heights, San Diego, San Diego County, California, 92113, United States"
675,10900,,CAMINITO CEREZO,,"10900 CAMINITO CEREZO, San Diego, CA, USA","Caminito Cerezo, San Diego, San Diego County, California, 92131, United States"
676,0,,HOLLISTER,ST,"0 HOLLISTER ST, San Diego, CA, USA","Hollister Street, Nestor, South San Diego, San Diego, San Diego County, California, 92154, United States"
677,4700,,IMPERIAL,AVE,"4700 IMPERIAL AVE, San Diego, CA, USA","Imperial Avenue, Mountain View, San Diego, San Diego County, California, 92102-4810, United States"
678,400,,04TH,AVE,"400 04TH AVE, San Diego, CA, USA",
679,9100,,JUDICIAL,DR,"9100 JUDICIAL DR, San Diego, CA, USA","Judicial Drive, University City, San Diego, San Diego County, California, 92140, United States"
680,5500,,MARY LANE,DR,"5500 MARY LANE DR, San Diego, CA, USA","Mary Lane Drive, Montezuma Mesa, San Diego, San Diego County, California, 92182, United States"
681,700,,GRAND,AVE,"700 GRAND AVE, San Diego, CA, USA","Grand Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
682,0,,HOWARD (SB),AVE,"0 HOWARD (SB) AVE, San Diego, CA, USA",
683,2100,,BALBOA,AVE,"2100 BALBOA AVE, San Diego, CA, USA","Balboa Avenue, San Diego, San Diego County, California, 92117, United States"
684,4200,,CHAMOUNE,AVE,"4200 CHAMOUNE AVE, San Diego, CA, USA","Chamoune Avenue, Fox Canyon, San Diego, San Diego County, California, 92105, United States"
685,3600,,MOUNT ACADIA,BLV,"3600 MOUNT ACADIA BLV, San Diego, CA, USA","Mount Acadia Boulevard, Clairemont, San Diego, San Diego County, California, 92111, United States"
686,400,,BLACKSHAW,LN,"400 BLACKSHAW LN, San Diego, CA, USA","Blackshaw Lane, San Ysidro, San Diego, San Diego County, California, 92173, United States"
687,400,,A,ST,"400 A ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
688,1000,,GARNET,AVE,"1000 GARNET AVE, San Diego, CA, USA","1000, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
689,500,,F,ST,"500 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
690,200,,EUCLID,AVE,"200 EUCLID AVE, San Diego, CA, USA","Euclid Avenue, Chollas View, Emerald Hills, San Diego, San Diego County, California, 92102-4810, United States"
691,11400,,POCHARD,WAY,"11400 POCHARD WAY, San Diego, CA, USA","Pochard Way, San Diego, San Diego County, California, 92131, United States"
692,900,,05TH,AVE,"900 05TH AVE, San Diego, CA, USA",
693,700,,05TH,AVE,"700 05TH AVE, San Diego, CA, USA",
694,4000,,VAN DYKE,AVE,"4000 VAN DYKE AVE, San Diego, CA, USA","Van Dyke Avenue, Kensington, San Diego, San Diego County, California, 92116, United States"
695,0,,AERO,DR,"0 AERO DR, San Diego, CA, USA","Aero Drive, San Diego, San Diego County, California, 92123, United States"
696,200,,ALPINE,BLV,"200 ALPINE BLV, San Diego, CA, USA","Alpine Boulevard, San Diego County, California, 91901, United States"
697,6300,,STREAMVIEW,DR,"6300 STREAMVIEW DR, San Diego, CA, USA","Streamview Drive, Rolando Park, San Diego, San Diego County, California, 92115, United States"
698,0,,05TH,AVE,"0 05TH AVE, San Diego, CA, USA",
699,4100,,UNIVERSITY,AVE,"4100 UNIVERSITY AVE, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
700,0,,09TH,AVE,"0 09TH AVE, San Diego, CA, USA",
701,700,,THOMAS,AVE,"700 THOMAS AVE, San Diego, CA, USA","Thomas Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
702,1200,,GARNET,AVE,"1200 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
703,2500,,DEL MAR HEIGHTS,RD,"2500 DEL MAR HEIGHTS RD, San Diego, CA, USA","Del Mar Heights Road, Del Mar Heights, San Diego, San Diego County, California, 92014, United States"
704,0,,DONAX,AVE,"0 DONAX AVE, San Diego, CA, USA","Donax Avenue, San Diego, San Diego County, California, 92154, United States"
705,0,,PALM (SB),AVE,"0 PALM (SB) AVE, San Diego, CA, USA",
706,0,,05TH,AVE,"0 05TH AVE, San Diego, CA, USA",
707,1500,,SMYTHE,AVE,"1500 SMYTHE AVE, San Diego, CA, USA","Smythe Avenue, San Ysidro, San Diego, San Diego County, California, 92173, United States"
708,10600,,NORTH TORREY PINES,RD,"10600 NORTH TORREY PINES RD, San Diego, CA, USA","North Torrey Pines Road, Torrey Pines, San Diego, San Diego County, California, 92093-0068, United States"
709,800,,GARNET,AVE,"800 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
710,2400,E,04TH,ST,"2400 E 04TH ST, San Diego, CA, USA",
711,0,,14TH,ST,"0 14TH ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
712,0,,CAPE MAY,AVE,"0 CAPE MAY AVE, San Diego, CA, USA","Cape May Avenue, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
713,4200,,MARLBOROUGH,AVE,"4200 MARLBOROUGH AVE, San Diego, CA, USA","Marlborough Avenue, Azalea Park, San Diego, San Diego County, California, 92105, United States"
714,200,,WILLIE JAMES JONES,AVE,"200 WILLIE JAMES JONES AVE, San Diego, CA, USA","Willie James Jones Avenue, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
715,0,,WESTBOURNE,ST,"0 WESTBOURNE ST, San Diego, CA, USA","Westbourne Street, La Jolla, San Diego, San Diego County, California, 92037-4291, United States"
716,11100,,CAMINATA DOURO,,"11100 CAMINATA DOURO, San Diego, CA, USA","Caminata Douro, San Diego, San Diego County, California, 92128, United States"
717,0,,BLACK MOUNTAIN,RD,"0 BLACK MOUNTAIN RD, San Diego, CA, USA","Black Mountain Road, Rancho Peñasquitos, San Diego, San Diego County, California, 92129, United States"
718,4400,,CLAIREMONT MESA,BLV,"4400 CLAIREMONT MESA BLV, San Diego, CA, USA","Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92124, United States"
719,700,,14TH,ST,"700 14TH ST, San Diego, CA, USA","14th Street, San Diego, San Diego County, California, 92101, United States"
720,1400,,CAMINO DEL RIO SOUTH,,"1400 CAMINO DEL RIO SOUTH, San Diego, CA, USA","Camino del Rio South, San Diego, San Diego County, California, 92108-3803, United States"
721,700,,FIRETHORN,ST,"700 FIRETHORN ST, San Diego, CA, USA","Firethorn Street, San Diego, San Diego County, California, 92154, United States"
722,1800,,LOCUST,ST,"1800 LOCUST ST, San Diego, CA, USA","Locust Street, Roseville, San Diego, San Diego County, California, 92106, United States"
723,1400,,CAMINO DEL RIO SOUTH,,"1400 CAMINO DEL RIO SOUTH, San Diego, CA, USA","Camino del Rio South, San Diego, San Diego County, California, 92108-3803, United States"
724,500,,04TH,AVE,"500 04TH AVE, San Diego, CA, USA",
725,4700,,UNIVERSITY,AVE,"4700 UNIVERSITY AVE, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
726,1200,,GARNET,AVE,"1200 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
727,4300,,OCEAN,BLV,"4300 OCEAN BLV, San Diego, CA, USA","Ocean Boulevard, San Diego, San Diego County, California, 92109, United States"
728,800,,05TH,AVE,"800 05TH AVE, San Diego, CA, USA",
729,800,,GARNET,AVE,"800 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
730,3800,,Z,ST,"3800 Z ST, San Diego, CA, USA","Z Street, South Crest, San Diego, San Diego County, California, 92102-4810, United States"
731,6500,,GREEN GABLES,AVE,"6500 GREEN GABLES AVE, San Diego, CA, USA","Green Gables Avenue, Navajo, San Carlos, San Diego, San Diego County, California, 92119, United States"
732,1100,,GARNET,AVE,"1100 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
733,0,NB,5,,"0 NB 5, San Diego, CA, USA","San Diego, San Diego County, California, United States"
734,0,,05TH,AVE,"0 05TH AVE, San Diego, CA, USA",
735,0,,43RD,ST,"0 43RD ST, San Diego, CA, USA","43rd Street, Fox Canyon, City Heights, San Diego, San Diego County, California, 92105, United States"
736,3400,,42ND,ST,"3400 42ND ST, San Diego, CA, USA","42nd Street, Mount Hope, San Diego, San Diego County, California, 92102-4810, United States"
737,3900,,RENE,DR,"3900 RENE DR, San Diego, CA, USA","Rene Drive, San Diego, San Diego County, California, 92154, United States"
738,4900,,NEWPORT,AVE,"4900 NEWPORT AVE, San Diego, CA, USA","Newport Avenue, Ocean Beach, San Diego, San Diego County, California, 92107, United States"
739,500,,04TH,AVE,"500 04TH AVE, San Diego, CA, USA",
740,0,,HARBOR,DR,"0 HARBOR DR, San Diego, CA, USA","East Harbor Drive, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States"
741,0,,F,ST,"0 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
742,3200,,ANNRAE,ST,"3200 ANNRAE ST, San Diego, CA, USA","Annrae Street, Serra Mesa, San Diego, San Diego County, California, 92133, United States"
743,2500,,OLD QUARRY,RD,"2500 OLD QUARRY RD, San Diego, CA, USA","Old Quarry Road, San Diego, San Diego County, California, 92108-3803, United States"
744,8300,,SUMMIT,WAY,"8300 SUMMIT WAY, San Diego, CA, USA","Summit Way, Civita, Mission Valley, San Diego, San Diego County, California, 92018, United States"
745,100,,CALLE PRIMERA,,"100 CALLE PRIMERA, San Diego, CA, USA","Calle Primera, Park Haven, San Ysidro, San Diego, San Diego County, California, 92173, United States"
746,1200,,GARNET,AVE,"1200 GARNET AVE, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
747,7900,,MISSION CENTER,CT,"7900 MISSION CENTER CT, San Diego, CA, USA","Mission Center Court, Civita, Mission Valley, San Diego, San Diego County, California, 92018, United States"
748,400,,ROSECRANS,ST,"400 ROSECRANS ST, San Diego, CA, USA","Rosecrans Street, Roseville, San Diego, San Diego County, California, 92110, United States"
749,2900,,IMPERIAL,AVE,"2900 IMPERIAL AVE, San Diego, CA, USA","Imperial Avenue, Mountain View, San Diego, San Diego County, California, 92102-4810, United States"
750,0,,CHP INFO LOG,,"0 CHP INFO LOG, San Diego, CA, USA",
751,0,,SHOPS INFO LOG,,"0 SHOPS INFO LOG, San Diego, CA, USA",
752,1500,,CARAMAY,PL,"1500 CARAMAY PL, San Diego, CA, USA","Caramay Place, Otay Mesa West, San Diego, San Diego County, California, 92154, United States"
753,2800,,GARNET,AV,"2800 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
754,300,,47TH,ST,"300 47TH ST, San Diego, CA, USA","47th Street, Chollas View, San Diego, San Diego County, California, 92102-4810, United States"
755,7200,,HORNER,ST,"7200 HORNER ST, San Diego, CA, USA","Horner Street, Navajo, Del Cerro, San Diego, San Diego County, California, 92120, United States"
756,1600,,CAM DEL RIO NORTH,,"1600 CAM DEL RIO NORTH, San Diego, CA, USA",
757,300,,47TH,ST,"300 47TH ST, San Diego, CA, USA","47th Street, Chollas View, San Diego, San Diego County, California, 92102-4810, United States"
758,400,,SEA HOLLY,CT,"400 SEA HOLLY CT, San Diego, CA, USA","Sea Holly Court, San Diego, San Diego County, California, 92154, United States"
759,4700,,CEREZA,ST,"4700 CEREZA ST, San Diego, CA, USA","Cereza Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
760,1700,,MANZANA,WY,"1700 MANZANA WY, San Diego, CA, USA","Manzana Way, Bay Terraces, San Diego, San Diego County, California, United States"
761,1400,,38TH,ST,"1400 38TH ST, San Diego, CA, USA","38th Street, Cherokee Point, City Heights, San Diego, San Diego County, California, 92104, United States"
762,4100,,FRANKLIN,AV,"4100 FRANKLIN AV, San Diego, CA, USA","Franklin Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
763,2600,,NEWTON,AV,"2600 NEWTON AV, San Diego, CA, USA","Newton Avenue, Barrio Logan, San Diego, San Diego County, California, 92136, United States"
764,4000,,42ND,ST,"4000 42ND ST, San Diego, CA, USA","42nd Street, Mount Hope, San Diego, San Diego County, California, 92102-4810, United States"
765,4000,,VIVIAN,ST,"4000 VIVIAN ST, San Diego, CA, USA","Vivian Street, Rolando Park, San Diego, San Diego County, California, 92115, United States"
766,1100,,LOCUST,ST,"1100 LOCUST ST, San Diego, CA, USA","Locust Street, Roseville, San Diego, San Diego County, California, 92106, United States"
767,3700,,OCEAN VIEW,BL,"3700 OCEAN VIEW BL, San Diego, CA, USA",
768,300,,46TH,ST,"300 46TH ST, San Diego, CA, USA","46th Street, Talmadge, City Heights, San Diego, San Diego County, California, 92105, United States"
769,1500,,CARAMAY,PL,"1500 CARAMAY PL, San Diego, CA, USA","Caramay Place, Otay Mesa West, San Diego, San Diego County, California, 92154, United States"
770,0,,47TH,ST,"0 47TH ST, San Diego, CA, USA","47th Street, Borner Street, Chollas View, San Diego, San Diego County, California, 92102-4810, United States"
771,4200,,37TH,ST,"4200 37TH ST, San Diego, CA, USA","37th Street, East San Diego, Normal Heights, San Diego, San Diego County, California, 92116, United States"
772,4200,,37TH,ST,"4200 37TH ST, San Diego, CA, USA","37th Street, East San Diego, Normal Heights, San Diego, San Diego County, California, 92116, United States"
773,3800,,ACACIA,ST,"3800 ACACIA ST, San Diego, CA, USA","Acacia Street, Mountain View, San Diego, San Diego County, California, 92113, United States"
774,3600,,REYNARD,WY,"3600 REYNARD WY, San Diego, CA, USA","Reynard Way, Middletown, Banker's Hill, San Diego, San Diego County, California, 92103, United States"
775,5400,,SAN ONOFRE,TR,"5400 SAN ONOFRE TR, San Diego, CA, USA",
776,500,S,42ND,ST,"500 S 42ND ST, San Diego, CA, USA","South 42nd Street, Shelltown, San Diego, San Diego County, California, 92113, United States"
777,0,,65TH,ST,"0 65TH ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
778,0,,EUCLID,AV,"0 EUCLID AV, San Diego, CA, USA","Euclid Avenue, Market Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
779,3300,,IMPERIAL,AV,"3300 IMPERIAL AV, San Diego, CA, USA","Imperial Avenue, Mountain View, San Diego, San Diego County, California, 92102-4810, United States"
780,2500,,NORTHSIDE,DR,"2500 NORTHSIDE DR, San Diego, CA, USA","Northside Drive, San Diego, San Diego County, California, 92108, United States"
781,6200,,RANCHO HILLS,DR,"6200 RANCHO HILLS DR, San Diego, CA, USA","Rancho Hills Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
782,700,,HORNBLEND,ST,"700 HORNBLEND ST, San Diego, CA, USA","Hornblend Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
783,3900,,KENDALL,ST,"3900 KENDALL ST, San Diego, CA, USA","Kendall Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
784,4000,,GAMMA,ST,"4000 GAMMA ST, San Diego, CA, USA","Gamma Street, South Crest, San Diego, San Diego County, California, 92113, United States"
785,2900,,LANDSCAPE,DR,"2900 LANDSCAPE DR, San Diego, CA, USA","Landscape Drive, Paradise Hills, San Diego, San Diego County, California, 92139, United States"
786,4000,,RENE,DR,"4000 RENE DR, San Diego, CA, USA","Rene Drive, San Diego, San Diego County, California, 92154, United States"
787,500,,F,ST,"500 F ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
788,0,,GLENCOE,DR,"0 GLENCOE DR, San Diego, CA, USA","Glencoe Drive, Lomita, San Diego, San Diego County, California, 91945, United States"
789,3500,,SPORTS ARENA,BL,"3500 SPORTS ARENA BL, San Diego, CA, USA",
790,2100,,BLUEBIRD,ST,"2100 BLUEBIRD ST, San Diego, CA, USA","Bluebird Street, Broadway Heights, San Diego, San Diego County, California, 92114, United States"
791,5200,,LAS ANIMAS,WY,"5200 LAS ANIMAS WY, San Diego, CA, USA","Las Animas Way, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
792,5200,,GROVELAND,DR,"5200 GROVELAND DR, San Diego, CA, USA","Groveland Drive, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
793,0,,BROOKLYN,AV,"0 BROOKLYN AV, San Diego, CA, USA","Brooklyn Avenue, Encanto, San Diego, San Diego County, California, 92114, United States"
794,4000,,MARLBOROUGH,AV,"4000 MARLBOROUGH AV, San Diego, CA, USA","Marlborough Avenue, Azalea Park, San Diego, San Diego County, California, 92105, United States"
795,4800,,TROJAN,AV,"4800 TROJAN AV, San Diego, CA, USA","Trojan Avenue, El Cerrito Heights, San Diego, San Diego County, California, 92115, United States"
796,7200,,TERRA COTTA,RD,"7200 TERRA COTTA RD, San Diego, CA, USA","Terra Cotta Road, North Bay Terraces, San Diego, San Diego County, California, 92114, United States"
797,0,,CALLE MORELOS,,"0 CALLE MORELOS, San Diego, CA, USA","Calle Morelos, Mira Mesa, San Diego, San Diego County, California, 92126, United States"
798,0,,DIAMOND,ST,"0 DIAMOND ST, San Diego, CA, USA","Diamond Street, Pacific Beach, San Diego, San Diego County, California, 92109, United States"
799,1700,,DAHLIA SB,AV,"1700 DAHLIA SB AV, San Diego, CA, USA",
800,3000,,VALLE,AV,"3000 VALLE AV, San Diego, CA, USA","Valle Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
801,0,,PALM SB,AV,"0 PALM SB AV, San Diego, CA, USA",
802,1800,,GARNET,AV,"1800 GARNET AV, San Diego, CA, USA","Garnet Avenue, San Diego, San Diego County, California, 92109, United States"
803,4800,,GENESEE,AV,"4800 GENESEE AV, San Diego, CA, USA","Genesee Avenue, Torrey Pines, San Diego, San Diego County, California, 92093-0068, United States"
804,3900,,UNIVERSITY,AV,"3900 UNIVERSITY AV, San Diego, CA, USA","University Avenue, Cherokee Point, Normal Heights, San Diego, San Diego County, California, 92104, United States"
805,5200,,VELMA,TR,"5200 VELMA TR, San Diego, CA, USA",
806,4000,,46TH,ST,"4000 46TH ST, San Diego, CA, USA","46th Street, Talmadge, City Heights, San Diego, San Diego County, California, 92105, United States"
807,600,,K,ST,"600 K ST, San Diego, CA, USA","San Diego, San Diego County, California, United States"
808,0,,SPA,ST,"0 SPA ST, San Diego, CA, USA","Spa Street, Oak Park, San Diego, San Diego County, California, 92115, United States"
809,5300,,SANTA MARGARITA,ST,"5300 SANTA MARGARITA ST, San Diego, CA, USA","Santa Margarita Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
810,0,,FRIARS,RD,"0 FRIARS RD, San Diego, CA, USA","Friars Road, Mission Valley, San Diego, San Diego County, California, 92018, United States"
811,1500,,PETAL,DR,"1500 PETAL DR, San Diego, CA, USA","Petal Drive, Alta Vista, San Diego, San Diego County, California, 92139, United States"
812,5300,,SANTA MARGARITA,ST,"5300 SANTA MARGARITA ST, San Diego, CA, USA","Santa Margarita Street, Lincoln Park, Valencia Park, San Diego, San Diego County, California, 92102-4810, United States"
813,400,,ELLA,LN,"400 ELLA LN, San Diego, CA, USA","Ella Lane, Encanto, San Diego, San Diego County, California, 92114, United States"
814,5000,,FEDERAL,BL,"5000 FEDERAL BL, San Diego, CA, USA",
815,3500,,LOGAN,AV,"3500 LOGAN AV, San Diego, CA, USA","Logan Avenue, Sherman Heights, San Diego, San Diego County, California, 92101, United States"
816,3000,,MARTIN,AV,"3000 MARTIN AV, San Diego, CA, USA","Martin Avenue, Mountain View, San Diego, San Diego County, California, 92113, United States"
817,0,,29TH,ST,"0 29TH ST, San Diego, CA, USA","29th Street, Grant Hill, San Diego, San Diego County, California, 92102, United States"
818,9200,,REGENTS,RD,"9200 REGENTS RD, San Diego, CA, USA","Regents Road, San Diego, San Diego County, California, 92122, United States"
